Forecast Date,Quarter being forecasted,PCE,PCE Goods,PCE Services,GPDI,Fixed Investment,Business Fixed Investment,Equipment,Intellectual Property Products,Structures,Residential,Government,Federal Govt,S&L,Imports,Goods imports,Services imports,Exports,Goods exports,Services exports,"Net Exports (current, $Bil 2009)","Net Exports (previous, $Bil 2009)",Change in net exports ($Bil 2009),Previous change in private inventories ($Bil 2009),Current change in private inventories ($Bil 2009),Change in inventory investment ($Bil 2009),GDP Nowcast,Final Sales,Final Sales to Domestic Purchasers,Final Sales to Private Domestic Purchasers,Advance Estimate From BEA,Publication Date of Advance Estimate,Days until advance estimate,Forecast Error,Data releases
2014-05-01,2014-06-30,4.5371,5.7841,3.9186,2.3539,5.7071,5.994,10.2766,3.1005,1.7726,4.595,1.1869,0.9195,1.3591,3.3443,3.2087,4.0169,5.2896,6.5939,2.4533,-408.2889,-414.399,6.1100999999999885,70.46,52.739999999999995,-17.72,3.8686,4.3929,,,3.950188,2014-07-30,90,0.081588,Initial nowcast
2014-05-02,2014-06-30,4.5536,5.8139,3.9286,4.2603,5.9322,6.2797,10.718,3.3415,1.8291,4.5865,1.2107,1.0205,1.3332,3.3837,3.2504,4.0447,5.3261,6.6395,2.4705,-408.3451,-414.399,6.053899999999999,58.29,49.93,-8.36,4.1857,4.4415,,,3.950188,2014-07-30,89,-0.23551199999999994,"M3 Manufacturing, Employment situation"
2014-05-06,2014-06-30,4.4035,5.3681,3.9243,4.4623,5.5423,5.8013,9.6441,3.3413,1.8049,4.538,1.2111,1.0229,1.3323,4.3936,4.6128,3.3147,6.0888,7.6311,2.7436,-410.6257,-414.399,3.773300000000006,58.29,53.13,-5.159999999999997,4.04997310155021,4.2136,,,3.950188,2014-07-30,85,-0.09978510155020981,International trade
2014-05-09,2014-06-30,4.403106046690142,5.365656509388406,3.9249716662742795,2.3420283779974627,5.5459953042264365,5.810119166621419,9.662050216955942,3.341429565521259,1.8084826887281524,4.521903830121277,1.210962186785669,1.0223421905960484,1.332397569987176,4.397815148189044,4.617990234376279,3.3141146358157014,6.092607044753096,7.636872183512167,2.743185431047479,-410.6320790854732,-414.399,3.766920914526793,72.38766965151764,55.4683398208191,-16.919329830698544,3.713242476715095,4.213733201786063,,,3.950188,2014-07-30,82,0.2369455232849047,Wholesale trade
2014-05-12,2014-06-30,4.402697192864191,5.364763407487749,3.9248021285111623,2.340551701888982,5.544434998692016,5.808878729460165,9.659757634354094,3.3414212082217176,1.807518225402971,4.5191090969993075,0.6589212583293369,-0.3816279103251996,1.332360264048038,4.3969238739683725,4.617054098941975,3.313443174944264,6.091793510727439,7.635870881048046,2.742772544254035,-410.63075650817785,-414.399,3.7682434918221475,72.38766965151764,55.4683398208191,-16.919329830698544,3.610116783889694,4.109716790240148,,,3.950188,2014-07-30,79,0.34007121611030566,Monthly Treasury Statement
2014-05-13,2014-06-30,4.339366339940542,5.588411214374722,3.719870911084966,2.58960772110739,5.5103423705044285,5.793848412610281,9.643020787797907,3.3413451584115794,1.775103663819877,4.411473764363638,0.6703722531837153,-0.3502596989018891,1.3308392845165828,4.419353641133039,4.64017721400376,3.3324752583332895,6.036121415700957,7.586608058359712,2.673471656159898,-411.03251224142804,-414.399,3.3664877585719637,71.08653471613117,55.74788910028503,-15.33864561584614,3.5977268775625904,4.0518592923525665,,,3.950188,2014-07-30,78,0.35246112243740946,Retail trade
2014-05-15,2014-06-30,3.978582168983724,4.827682660365884,3.556554353090924,1.6800713730837247,4.2042232445853145,4.7525334096604865,7.679657014187891,3.3354007215970816,1.0473408857615496,2.089001229430809,0.6401336682420267,-0.3588930988400185,1.2865346968501168,3.6375612290155956,3.8186795105565663,2.7453803600260507,5.325683628142319,6.714036596746142,2.3094932443591176,-409.8548483259771,-414.399,4.544151674022885,69.92173658776842,56.45384658994763,-13.46788999782079,3.233305597457914,3.631046503586588,,,3.950188,2014-07-30,76,0.7168824025420859,"Consumer Price Index, Industrial production"
2014-05-16,2014-06-30,3.988300555963753,4.843390283938831,3.5633094089759565,1.6747942568875684,4.19946475316284,4.8109559057054385,7.788560235739972,3.3358107408832494,1.0898662295050654,1.8431272008362365,0.6401162322055898,-0.3609531393113041,1.2878470516010099,3.679059401127782,3.862505319610121,2.775456466450632,5.363119674397399,6.760343210411768,2.327945599013592,-409.9189138883457,-414.399,4.480086111654316,69.92173658776842,56.44960484766673,-13.472131740101695,3.2372988862484853,3.635191139234095,,,3.950188,2014-07-30,75,0.7128891137515145,Housing starts
2014-05-22,2014-06-30,3.9882659557291866,4.843371725102341,3.563266873228854,1.7125163820114642,4.2390930214436295,4.810428750335216,7.787500152869575,3.3358066376841355,1.0896290124180474,2.035929181823448,0.640121247380443,-0.36092951339612434,1.287839950335501,3.6787898007068165,3.862185266082241,2.775434414038447,5.362874217091984,6.75998733114358,2.327936331834657,-409.91850868620327,-414.399,4.480491313796733,69.92173658776842,56.44960476751535,-13.472131820253068,3.2433191406512574,3.641257970574441,,,3.950188,2014-07-30,69,0.7068688593487424,Existing-home sales
2014-05-23,2014-06-30,3.985672199187662,4.839495856240816,3.5613074691098756,1.2853170386621926,3.7903231502461,4.780453389848427,7.756289925906623,3.335778325212746,1.0209716721859108,0.0004436742507607505,0.638844194779109,-0.3604011133722995,1.2853875489314381,3.6655487517932572,3.8483929228615654,2.76489867456704,5.350539519632136,6.744947934163736,2.321389967676901,-409.89996549784695,-414.399,4.499034502153052,69.92173658776842,56.44960484766673,-13.472131740101695,3.173445132042052,3.5708434551406265,,,3.950188,2014-07-30,68,0.7767428679579478,New-home sales/Construction Prices
2014-05-27,2014-06-30,3.9828011776243066,4.8338798544076855,3.5597945635912565,1.0713793986483422,4.020306955954034,5.0748775491892495,8.42607551805159,3.3359625343245325,1.0112010057069742,-0.011824677760619018,0.6387859461647327,-0.36006644722619274,1.285073507724488,3.6539563447180123,3.8370630835971475,2.752018400976075,5.339795879500198,6.732939990074049,2.313354428417558,-409.88346043758236,-414.399,4.5155395624176435,68.42471766945533,52.48519436570713,-15.939523303748203,3.137836210408529,3.604666548262614,,,3.950188,2014-07-30,64,0.8123517895914709,Advance durable manufacturing
2014-05-30,2014-06-30,2.9556980189353155,4.78483084022272,2.050380885957326,3.447897372113906,4.563548158129782,5.746953172142177,9.318353870431961,4.28235516664035,0.7736632145131539,0.05376041529054909,0.6440122638824652,-0.20215897550263096,1.1914891740819833,4.6112985976374254,4.862212950297762,3.369560867315835,5.6958327381449125,7.169237770384496,2.479556167208896,-418.34809651132906,-418.906,0.5579034886709451,50.21344020780548,44.601818835796905,-5.611621372008578,2.7027239222744637,2.8706574237663984,,,3.950188,2014-07-30,61,1.2474640777255361,"Real GDP, Personal income"
2014-06-02,2014-06-30,3.222088865380779,5.432673458262816,2.1301850537725597,5.202711497051404,6.375905593609232,6.5487019072612895,10.654674507020667,4.301120998901764,1.6490902302019883,5.705613721757552,0.7317790124578893,-0.2061095984189687,1.3389377233724131,5.126592286569864,5.404758008951505,3.7507536186050627,6.172698774660557,7.758046246683792,2.716164578408198,-419.0748776892021,-418.906,-0.1688776892020769,50.21344020780548,44.58421551948369,-5.629224688321791,3.1549223743267296,3.3254836774921914,,,3.950188,2014-07-30,58,0.7952656256732702," ISM Manufacturing Index, Construction spending"
2014-06-03,2014-06-30,3.221778777392559,5.431944288615598,2.130079554722153,4.960377353402201,6.410871999252388,6.5930337119719296,10.755230757251265,4.301123185319766,1.6483642812907817,5.704365536130673,0.73180537052846,-0.2059599503111409,1.3388838052795338,5.121406525473149,5.399429411470602,3.746270563294285,6.167991910085302,7.752427159686981,2.7134138966185883,-419.0671327747949,-418.906,-0.16113277479490762,52.927963747845965,45.814757958442826,-7.113205789403139,3.1177295366252356,3.3307695144858984,,,3.950188,2014-07-30,57,0.8324584633747643,M3 Manufacturing
2014-06-04,2014-06-30,3.227311114475917,5.4421366580811315,2.1333367265429226,5.326689348119795,6.789768666624574,7.0862162976832455,11.860864722095332,4.301503619792957,1.6692070082859445,5.64226392710141,0.7315728827313572,-0.20854276701552932,1.3401816667955702,9.1869170538744,10.18405082621323,4.325905264773522,6.89850629164992,8.358643718377223,3.7101203461706422,-439.1828079000644,-418.906,-20.276807900064398,52.927963747845965,45.814757958442826,-7.113205789403139,2.62604659127883,2.836525343757512,,,3.950188,2014-07-30,56,1.3241414087211698,International trade
