59889.0,65347.0,1460.0,15.789,3685.0
60177.0,65620.0,1503.0,15.858,3701.0
59714.0,64673.0,1109.0,16.083,3695.0
60488.0,65959.0,1289.0,16.331,3712.0
60698.0,66057.0,1271.0,16.002,3713.0
60752.0,66168.0,1247.0,15.998,3715.0
60367.0,65909.0,1197.0,16.031,3718.0
60375.0,65895.0,1344.0,16.016,3718.0
60512.0,66267.0,1097.0,16.092,3717.0
60196.0,65632.0,1246.0,16.17,3720.0
60596.0,66109.0,1246.0,16.114,3717.0
60156.0,65778.0,1063.0,15.916,3710.0
60354.0,65776.0,1183.0,15.956,3714.0
60116.0,65588.0,1226.0,16.014,3712.0
60444.0,65850.0,1312.0,16.213,3720.0
60337.0,65374.0,1166.0,16.221,3723.0
60350.0,65449.0,1228.0,16.32,3732.0
60773.0,65993.0,1382.0,16.359,3746.0
60455.0,65608.0,1335.0,16.31,3760.0
60486.0,65852.0,1312.0,16.368,3775.0
60520.0,65541.0,1429.0,16.46,3790.0
60716.0,65919.0,1415.0,16.563,3799.0
60991.0,66081.0,1385.0,16.724,3814.0
60908.0,65900.0,1365.0,16.84,3828.0
61014.0,66108.0,1361.0,16.845,3838.0
61249.0,66538.0,1278.0,16.837,3854.0
61336.0,66493.0,1443.0,16.976,3864.0
61363.0,66372.0,1524.0,17.035,3880.0
61724.0,66688.0,1483.0,17.166,3893.0
61727.0,66670.0,1404.0,17.08,3902.0
61643.0,66483.0,1450.0,17.135,3908.0
62102.0,66968.0,1517.0,17.183,3918.0
62325.0,67192.0,1324.0,17.375,3931.0
62298.0,67114.0,1533.0,17.289,3939.0
62016.0,66847.0,1622.0,17.519,3937.0
62300.0,66947.0,1564.0,17.617,3944.0
62190.0,67072.0,1244.0,17.612,3943.0
62372.0,67024.0,1456.0,17.546,3956.0
62655.0,67351.0,1534.0,17.635,3968.0
62972.0,67642.0,1689.0,17.699,3980.0
62886.0,67615.0,1641.0,17.71,3988.0
63007.0,67649.0,1588.0,17.881,4000.0
63211.0,67905.0,1614.0,17.973,4009.0
63304.0,67908.0,1639.0,18.037,4020.0
63524.0,68174.0,1763.0,18.003,4036.0
63592.0,68294.0,1779.0,17.993,4058.0
63573.0,68267.0,1622.0,18.127,4056.0
63584.0,68213.0,1491.0,18.343,4064.0
63724.0,68327.0,1603.0,18.402,4084.0
64188.0,68751.0,1820.0,18.532,4098.0
64397.0,68763.0,1517.0,18.597,4102.0
64942.0,69356.0,1448.0,18.63,4118.0
65028.0,69631.0,1467.0,18.888,4133.0
64662.0,69218.0,1550.0,18.996,4144.0
64808.0,69399.0,1562.0,19.136,4162.0
64890.0,69463.0,1569.0,19.251,4174.0
64959.0,69578.0,1455.0,19.171,4197.0
65032.0,69582.0,1524.0,19.296,4197.0
65239.0,69735.0,1486.0,19.121,4211.0
65492.0,69814.0,1484.0,19.306,4222.0
65726.0,69997.0,1361.0,19.443,4233.0
65805.0,70127.0,1433.0,19.753,4250.0
66121.0,70439.0,1423.0,19.814,4264.0
66209.0,70633.0,1438.0,19.955,4284.0
66310.0,71034.0,1478.0,19.936,4299.0
66581.0,71025.0,1488.0,19.77,4313.0
67070.0,71460.0,1529.0,20.018,4334.0
67007.0,71362.0,1432.0,20.165,4347.0
67015.0,71286.0,1482.0,20.502,4365.0
67277.0,71695.0,1452.0,20.789,4380.0
67631.0,71724.0,1460.0,20.78,4394.0
67903.0,72062.0,1656.0,20.823,4416.0
68121.0,72198.0,1370.0,20.956,4433.0
68056.0,72134.0,1378.0,21.097,4450.0
68119.0,72188.0,1394.0,21.261,4470.0
68402.0,72510.0,1352.0,21.272,4490.0
68567.0,72497.0,1265.0,21.074,4508.0
68808.0,72775.0,1194.0,21.13,4532.0
68940.0,72860.0,1086.0,21.312,4547.0
69225.0,73146.0,1119.0,21.345,4564.0
